date,day,year,mo,da,temp,dewp,slp,stp,visib,wdsp,mxpsd,max,min,prcp,sndp,fog,total_crimes,alcohol,arson,assault_etc,disorderly_conduct,drugs,fraud_etc,gambling,kidnap,murders,negligent_deaths,sex_offenses,theft_etc,trespass,vandalism,weapon,cha,commercial_non_vehicular,commercial_vehicular,cta,gov_public_building,gov_public_outdoor,residential
2017-09-28,4,2017,09,28,62.9,44.6,1021.2,999.0,10.0,7.8,14.0,73.0,54.0,0.0,999.9,0,717,1,,195,4,30,47,,1,2,,11,277,17,66,13,2,109,5,24,28,239,274
2017-09-29,5,2017,09,29,64.3,46.4,1021.0,998.6,10.0,9.6,15.0,70.0,60.1,0.0,999.9,0,810,1,2,198,7,43,58,2,,7,,14,312,25,85,15,5,113,1,20,37,293,294
2017-09-30,6,2017,09,30,61.8,45.3,1028.1,1006.0,10.0,9.5,17.1,66.0,57.0,0.0,999.9,0,746,,1,208,4,29,53,,,,,13,279,15,91,16,4,110,5,14,21,302,253
2017-10-01,7,2017,10,01,61.5,41.3,1024.2,1001.1,10.0,8.2,13.0,72.0,52.0,0.0,999.9,0,852,1,2,234,2,26,87,1,3,2,,28,293,10,85,13,2,101,2,7,18,301,360
2017-10-02,1,2017,10,02,70.5,47.5,1020.0,998.1,10.0,9.0,15.0,82.9,61.0,0.0,999.9,0,752,,,195,3,24,54,2,1,2,,9,301,21,76,14,7,113,3,9,47,270,269
2017-10-03,2,2017,10,03,72.2,59.5,1022.5,1001.1,9.3,10.7,14.0,79.0,66.9,0.0,999.9,0,738,,6,175,9,33,48,2,,2,,7,300,20,61,12,9,101,1,15,40,268,261
2017-10-04,3,2017,10,04,70.7,63.3,1024.1,1002.4,9.5,9.2,15.0,75.0,66.0,0.12,999.9,0,742,1,2,181,4,27,50,1,,2,,12,297,22,83,13,6,104,4,26,42,264,256
2017-10-05,4,2017,10,05,65.9,51.9,1021.7,999.5,10.0,4.4,8.9,75.9,55.9,0.06,999.9,0,747,,1,193,3,35,52,2,1,1,,8,275,20,81,15,3,104,6,17,29,291,259
2017-10-06,5,2017,10,06,65.2,61.7,1015.6,993.6,4.4,5.7,12.0,72.0,62.1,0.13,999.9,0,748,,1,185,4,27,56,,,4,,7,301,17,67,25,9,112,4,18,48,279,236
2017-10-07,6,2017,10,07,70.5,61.4,1004.4,982.4,8.6,13.0,24.1,80.1,62.1,0.19,999.9,0,712,,,182,1,20,39,,,3,,6,287,20,93,10,5,113,2,10,11,301,227
2017-10-08,7,2017,10,08,65.5,53.6,1007.0,985.0,10.0,9.4,18.1,80.1,55.9,0.44,999.9,0,718,,1,234,4,22,34,1,1,1,,10,266,15,82,10,6,109,4,6,19,314,236
2017-10-09,1,2017,10,09,67.5,51.8,1010.1,988.5,10.0,3.2,8.0,82.0,55.0,0.0,999.9,0,746,1,,202,8,21,50,1,,5,,10,306,12,76,11,6,121,4,16,17,292,257
2017-10-10,2,2017,10,10,63.9,57.0,1018.4,996.4,9.4,11.8,17.1,72.0,59.0,0.0,999.9,0,703,,3,168,2,24,59,,,1,,8,276,16,81,7,5,91,5,16,29,247,273
2017-10-11,3,2017,10,11,59.5,56.5,1015.6,993.9,4.4,13.7,22.9,63.0,57.0,0.99,999.9,0,617,,,140,4,29,43,,,2,,8,255,21,67,12,1,111,3,11,36,209,217
2017-10-12,4,2017,10,12,58.1,53.5,1020.9,998.6,9.2,6.9,13.0,60.1,57.0,0.16,999.9,0,765,,1,189,2,31,68,,1,2,,13,304,19,70,10,7,117,4,15,37,265,274
2017-10-13,5,2017,10,13,62.1,55.4,1019.5,997.3,8.3,6.2,9.9,73.9,54.0,0.0,999.9,0,768,,1,194,5,30,46,2,,3,,10,304,20,83,18,3,109,1,19,36,291,273
2017-10-14,6,2017,10,14,64.6,61.3,1016.3,994.2,5.0,5.0,9.9,73.0,62.1,0.0,999.9,1,647,,1,175,2,14,33,,,2,,11,267,11,76,12,1,94,2,7,12,254,242
2017-10-15,7,2017,10,15,60.9,55.7,1012.4,990.0,8.7,12.9,27.0,68.0,52.0,5.2,999.9,0,639,,,177,3,20,37,,1,4,,10,247,18,88,5,2,93,1,15,11,233,253
2017-10-16,1,2017,10,16,52.3,40.1,1025.0,1002.2,10.0,7.1,13.0,63.0,43.0,0.31,999.9,0,763,,2,181,8,23,55,,1,,,14,307,25,89,8,4,121,5,21,46,257,266
2017-10-17,2,2017,10,17,57.4,40.2,1022.3,999.8,10.0,9.9,18.1,71.1,48.9,0.0,999.9,0,719,,2,185,2,30,72,1,2,1,,10,260,21,71,14,4,91,5,17,23,263,262
2017-10-18,3,2017,10,18,60.0,41.0,1020.0,997.7,10.0,10.2,19.0,71.1,50.0,0.0,999.9,0,774,,2,191,6,26,61,1,,2,,16,314,15,67,18,3,119,5,18,37,291,253
2017-10-19,4,2017,10,19,61.1,37.6,1019.5,997.4,10.0,7.2,12.0,69.1,53.1,0.0,999.9,0,773,1,3,204,10,22,57,,,3,,11,308,19,75,10,6,119,1,30,37,246,274
2017-10-20,5,2017,10,20,64.7,46.0,1020.2,998.1,10.0,7.4,13.0,80.1,54.0,0.0,999.9,0,849,,2,212,2,34,60,1,1,,,11,360,18,80,16,1,129,4,25,42,293,317
2017-10-21,6,2017,10,21,68.6,51.9,1016.8,995.0,10.0,11.3,18.1,78.1,62.1,0.0,999.9,0,814,,2,227,8,33,57,,2,2,,17,302,20,88,12,1,121,4,13,13,327,293
2017-10-22,7,2017,10,22,66.0,56.6,1014.3,992.6,8.6,12.5,21.0,73.9,52.0,0.0,999.9,0,739,,,209,2,31,33,1,,2,,16,283,21,82,8,6,120,3,14,21,263,280
2017-10-23,1,2017,10,23,53.1,51.5,1010.8,988.5,7.6,8.6,13.0,54.0,52.0,1.19,999.9,0,740,,1,156,2,30,64,,,2,,14,299,20,80,10,3,94,1,13,50,272,260
2017-10-24,2,2017,10,24,47.8,44.9,1002.9,980.5,7.8,11.0,14.0,54.0,44.1,0.51,999.9,0,689,1,,150,3,27,50,,,2,,20,297,17,64,16,7,97,2,24,32,250,238
2017-10-25,3,2017,10,25,44.8,33.6,1008.7,985.9,10.0,7.0,12.0,54.0,37.9,0.43,999.9,0,714,,,174,3,33,51,,,1,,12,285,21,71,14,5,89,3,16,41,247,267
2017-10-26,4,2017,10,26,48.2,37.4,1009.4,986.7,10.0,7.5,15.0,61.0,39.0,0.0,999.9,0,754,,,177,7,37,66,,,3,,20,290,26,64,21,3,127,2,17,39,259,270
2017-10-27,5,2017,10,27,45.3,33.6,1007.1,984.8,10.0,13.6,19.0,57.9,39.0,0.0,999.9,0,819,,,175,7,26,71,,,3,,9,347,18,95,15,3,136,4,13,37,279,291
2017-10-28,6,2017,10,28,38.7,31.1,1012.0,988.4,9.4,10.9,17.1,41.0,36.0,0.0,999.9,0,717,,2,175,3,26,48,,1,1,,8,292,12,80,10,1,119,6,11,14,278,257
2017-10-29,7,2017,10,29,40.0,27.8,1012.5,989.2,10.0,7.6,13.0,46.0,33.1,0.01,999.9,0,696,1,2,196,5,31,34,,,,,7,261,12,89,11,2,112,4,19,10,258,266
2017-10-30,1,2017,10,30,45.0,30.4,1006.8,983.8,10.0,11.5,20.0,51.1,42.1,0.0,999.9,0,708,1,3,169,3,33,50,1,2,,,14,277,28,70,12,6,120,3,15,34,232,261
2017-10-31,2,2017,10,31,37.8,22.7,1018.5,995.4,10.0,12.2,20.0,42.1,35.1,0.0,999.9,0,758,,,194,2,21,52,,2,2,,10,274,16,105,7,5,102,4,20,51,264,263
2017-11-01,3,2017,11,01,39.8,29.6,1017.5,993.9,9.3,6.8,13.0,44.1,37.0,0.0,999.9,0,825,1,3,184,5,35,108,,,3,,35,271,18,92,8,2,99,2,12,47,234,378
2017-11-02,4,2017,11,02,47.6,46.5,1011.6,989.6,2.9,4.9,9.9,52.0,42.1,0.34,999.9,0,722,1,1,189,6,24,46,1,,2,,11,277,30,74,9,4,115,1,17,49,233,260
2017-11-03,5,2017,11,03,45.9,38.8,1024.7,1001.0,8.9,10.4,14.0,50.0,39.9,0.07,999.9,0,789,1,1,167,4,38,75,,1,,,11,338,16,87,10,4,126,7,13,21,291,289
2017-11-04,6,2017,11,04,46.0,41.2,1020.1,995.9,6.3,8.3,15.0,48.9,43.0,0.0,999.9,1,756,1,1,190,6,28,42,,,2,,15,301,19,82,17,10,133,3,12,7,311,255
2017-11-05,7,2017,11,05,51.5,50.4,1009.7,986.8,3.3,2.9,15.0,53.6,48.9,0.44,999.9,1,773,,,220,2,34,44,1,,4,,22,271,12,109,13,4,118,8,18,11,292,295
2017-11-06,1,2017,11,06,41.7,32.8,1021.2,998.2,10.0,10.3,17.1,51.1,33.1,0.01,999.9,0,717,1,1,167,4,38,43,,,,,12,308,25,55,5,5,95,3,18,48,263,252
2017-11-07,2,2017,11,07,43.4,33.4,1026.2,1002.9,10.0,10.3,15.0,48.0,37.9,0.0,999.9,0,678,,1,162,7,29,43,1,1,1,,10,270,11,73,16,4,103,,15,37,257,226
2017-11-08,3,2017,11,08,37.8,27.1,1027.5,1004.0,10.0,4.6,8.9,46.9,28.9,0.0,999.9,0,758,,2,198,2,27,43,,1,2,,10,320,28,65,14,,128,3,23,44,277,240
2017-11-09,4,2017,11,09,39.0,25.9,1022.1,998.8,10.0,9.0,15.9,46.9,34.0,0.0,999.9,0,656,2,,165,6,40,55,,,,,5,258,16,40,16,1,113,5,19,50,229,206
2017-11-10,5,2017,11,10,24.9,11.2,1034.5,1010.5,9.7,8.4,17.1,34.0,19.9,0.0,999.9,0,678,,,152,6,32,61,,,,,15,275,10,65,16,2,114,2,15,35,219,259
2017-11-11,6,2017,11,11,30.1,16.7,1031.2,1007.0,10.0,7.9,11.1,37.0,26.1,0.0,999.9,0,688,1,2,176,3,28,47,,,,,10,284,19,68,8,9,131,6,16,10,232,247
2017-11-12,7,2017,11,12,39.0,31.3,1026.5,1003.1,8.9,3.5,8.0,41.0,37.0,0.01,999.9,0,666,,3,188,2,19,30,,1,2,,10,253,21,78,11,3,97,5,15,13,260,251
2017-11-13,1,2017,11,13,37.9,34.4,1031.6,1008.1,6.3,5.2,8.9,42.1,32.0,0.09,999.9,0,718,,,175,5,28,64,1,,3,,11,285,13,74,12,5,101,1,19,41,266,246
2017-11-14,2,2017,11,14,40.8,34.1,1026.6,1003.1,7.1,7.3,14.0,50.0,33.1,0.0,999.9,0,700,,,156,3,28,51,1,,1,,10,273,14,83,16,4,107,2,9,38,228,271
2017-11-15,3,2017,11,15,47.9,40.7,1013.7,990.1,7.9,10.6,15.0,52.0,44.1,0.05,999.9,0,709,,2,175,2,36,55,,1,1,,7,279,24,63,8,5,125,3,10,37,215,273
2017-11-16,4,2017,11,16,36.2,27.6,1021.2,997.5,10.0,10.4,22.0,48.0,32.0,0.18,999.9,0,765,,,139,4,50,55,,4,3,,18,312,21,90,16,1,112,4,14,33,278,270
2017-11-17,5,2017,11,17,39.5,31.9,1019.2,995.3,9.2,8.8,15.9,45.0,35.6,0.0,999.9,0,741,,,150,2,38,66,,4,,,13,305,30,64,13,2,119,3,17,47,248,254
2017-11-18,6,2017,11,18,43.7,41.9,1000.4,978.1,4.0,12.2,22.9,48.0,36.0,0.53,999.9,0,698,,,163,5,23,45,,1,,,14,293,11,91,11,4,141,2,9,14,251,245
2017-11-19,7,2017,11,19,35.0,23.1,1015.6,991.6,10.0,12.3,19.0,39.9,30.0,0.57,999.9,0,690,,,206,4,23,33,,1,2,,11,261,14,86,14,4,95,3,16,17,252,273
2017-11-20,1,2017,11,20,39.2,26.4,1015.0,991.5,10.0,11.8,19.0,54.0,30.0,0.0,999.9,0,762,,1,172,3,41,57,,,1,,11,324,24,75,11,6,114,3,15,41,272,273
2017-11-21,2,2017,11,21,42.1,29.1,1009.4,986.7,10.0,13.3,20.0,48.0,34.0,0.0,999.9,0,673,,1,157,3,38,41,,,1,,12,282,15,75,4,4,92,4,18,30,241,260
2017-11-22,3,2017,11,22,29.2,15.3,1026.2,1002.5,10.0,8.0,13.0,35.1,23.0,0.04,999.9,0,656,,4,132,2,40,60,,2,2,,8,278,17,62,8,1,108,2,14,19,254,208
2017-11-23,4,2017,11,23,37.2,21.7,1019.2,995.4,10.0,8.0,15.0,48.0,30.9,0.0,999.9,0,543,,6,177,2,7,28,1,,1,,7,190,10,82,5,2,66,5,7,10,181,246
2017-11-24,5,2017,11,24,44.8,31.5,1007.6,984.6,10.0,10.0,18.1,62.1,34.0,0.0,999.9,0,683,,2,158,1,23,56,,,4,,8,274,12,83,14,3,123,4,16,14,229,257
2017-11-25,6,2017,11,25,48.8,35.9,1009.2,986.9,10.0,10.4,17.1,55.0,42.1,0.0,999.9,0,714,,3,193,2,21,27,,,1,,6,284,17,90,17,2,110,3,14,6,283,262
2017-11-26,7,2017,11,26,38.9,25.4,1022.0,998.7,10.0,6.6,13.0,48.9,28.0,0.0,999.9,0,665,,,170,2,29,32,,1,2,,10,257,18,81,11,7,88,1,15,10,271,244
2017-11-27,1,2017,11,27,46.3,34.2,1017.4,994.4,10.0,4.5,8.0,57.0,36.0,0.0,999.9,0,774,,,181,4,28,61,2,2,1,,6,317,17,95,6,5,88,2,16,33,304,296
2017-11-28,2,2017,11,28,55.8,35.8,1012.9,990.6,10.0,13.9,18.1,62.1,51.1,0.0,999.9,0,783,,2,176,5,47,75,,1,1,,21,291,16,80,7,4,127,3,13,39,273,291
2017-11-29,3,2017,11,29,44.3,27.7,1024.6,1001.7,10.0,6.8,9.9,57.9,35.1,0.0,999.9,0,771,1,1,179,,21,62,1,3,,,22,290,19,99,8,4,95,7,19,43,280,282
2017-11-30,4,2017,11,30,47.3,29.1,1018.3,995.3,10.0,8.8,15.9,55.0,41.0,0.0,999.9,0,751,,2,161,3,39,72,,,1,,13,309,16,74,13,4,136,4,14,33,287,238
2017-12-01,5,2017,12,01,42.2,27.1,1023.4,1000.4,10.0,4.6,7.0,53.1,30.9,0.0,999.9,0,918,1,,192,3,37,110,1,,2,,41,353,16,78,15,6,121,5,16,39,302,359
2017-12-02,6,2017,12,02,44.2,28.7,1020.8,997.7,10.0,4.9,8.0,54.0,35.1,0.0,999.9,0,758,2,,180,3,22,49,,1,1,,26,307,22,79,20,,143,2,15,9,272,281
2017-12-03,7,2017,12,03,44.6,31.6,1021.5,998.4,9.9,3.6,8.9,57.9,30.9,0.0,999.9,0,676,,2,203,2,16,33,,1,1,,12,247,15,86,9,1,115,5,14,6,267,243
2017-12-04,1,2017,12,04,57.1,40.1,1010.5,987.9,10.0,15.2,25.1,64.9,50.0,0.0,999.9,0,809,1,1,202,2,41,58,,2,,,4,319,21,102,18,7,125,2,8,46,266,310
2017-12-05,2,2017,12,05,41.3,26.8,1009.2,986.5,9.9,22.4,29.9,64.0,30.0,0.01,999.9,0,711,,,156,6,37,76,,1,,,11,273,16,73,9,3,112,5,15,46,212,267
2017-12-06,3,2017,12,06,31.7,13.8,1016.6,993.0,10.0,13.8,17.1,36.0,28.0,0.0,999.9,0,711,,1,176,3,36,57,,,1,,9,276,16,68,11,2,119,2,13,34,242,263
2017-12-07,4,2017,12,07,25.6,13.4,1021.2,997.3,9.1,11.3,15.0,33.1,19.0,0.0,999.9,0,625,,3,151,4,25,56,1,,1,,5,244,16,71,5,4,98,4,5,42,215,215
2017-12-08,5,2017,12,08,25.2,9.6,1018.0,993.9,10.0,10.3,18.1,37.0,18.0,0.0,999.9,0,735,1,1,182,3,28,55,,3,1,,15,298,22,75,8,4,124,4,7,44,273,250
2017-12-09,6,2017,12,09,30.0,20.1,1011.0,986.6,7.8,12.4,21.0,33.1,28.0,0.01,1.2,0,659,1,,161,5,21,46,,,1,,9,272,19,76,10,4,150,1,2,7,224,250
2017-12-10,7,2017,12,10,26.9,16.9,1016.6,992.7,10.0,9.0,13.0,36.0,19.9,0.0,999.9,0,664,,,158,3,26,44,,1,3,,15,241,20,85,11,2,103,5,14,14,231,265
2017-12-11,1,2017,12,11,31.5,21.9,1014.3,990.7,9.9,6.5,11.1,39.9,26.1,0.0,999.9,0,740,,,161,3,23,64,,1,2,,8,292,26,86,6,,122,2,25,40,224,270
2017-12-12,2,2017,12,12,25.2,15.2,1017.7,992.7,9.0,14.0,19.0,34.0,18.0,0.03,1.2,0,684,,2,163,4,24,73,,1,2,,8,277,14,64,8,2,105,1,8,49,201,276
2017-12-13,3,2017,12,13,27.9,15.4,1006.9,981.4,9.6,11.3,21.0,37.9,19.0,0.0,999.9,0,700,,3,162,2,31,61,,1,3,,11,290,9,61,14,2,119,3,16,45,208,260
2017-12-14,4,2017,12,14,25.2,14.8,1014.4,990.9,9.8,10.7,24.1,33.1,18.0,0.0,999.9,0,718,,2,168,2,18,72,,2,1,1,14,282,19,76,10,5,123,1,17,42,220,257
2017-12-15,5,2017,12,15,26.8,16.0,1016.3,992.3,9.9,9.1,15.0,34.0,19.0,0.0,999.9,0,768,,,172,1,22,76,,,,,8,299,29,62,12,4,129,3,21,35,230,295
2017-12-16,6,2017,12,16,39.5,24.3,1013.3,990.0,10.0,7.9,12.0,48.0,34.0,0.0,999.9,0,772,,1,181,2,32,60,,1,3,,8,320,21,81,15,7,145,5,18,11,274,274
2017-12-17,7,2017,12,17,38.8,32.6,1017.8,994.6,9.7,3.3,7.0,46.9,32.0,0.0,999.9,0,729,1,1,176,3,30,65,,1,4,,9,282,15,80,19,4,121,2,9,14,254,287
2017-12-18,1,2017,12,18,43.7,39.0,1014.6,991.3,7.7,8.5,14.0,45.0,42.1,0.0,999.9,0,727,,,159,1,23,67,,,2,,5,308,16,76,11,2,138,2,9,37,239,266
2017-12-19,2,2017,12,19,44.2,34.2,1013.2,990.4,9.5,11.1,15.9,51.1,39.0,0.02,999.9,0,764,,1,167,3,20,56,,,,,8,329,14,88,17,4,117,1,17,41,244,303
2017-12-20,3,2017,12,20,35.1,19.4,1020.4,997.2,10.0,8.0,9.9,44.1,30.0,0.0,999.9,0,704,,,160,4,40,49,,1,,,12,291,14,72,8,3,119,3,11,41,236,247
2017-12-21,4,2017,12,21,36.1,24.9,1017.9,994.6,10.0,7.5,11.1,41.0,32.0,0.0,999.9,0,747,,,161,4,31,67,,1,2,,10,317,27,69,18,2,139,3,13,38,235,273
2017-12-22,5,2017,12,22,38.7,31.5,1015.6,992.3,7.0,6.6,9.9,41.0,37.0,0.0,999.9,0,784,,1,155,4,33,71,,2,,,10,345,15,77,14,5,130,4,15,29,289,266
2017-12-23,6,2017,12,23,32.8,22.7,1019.4,995.5,8.4,9.3,14.0,37.9,25.0,0.0,999.9,0,714,1,,189,3,17,42,,1,3,,10,301,15,78,12,5,130,5,24,10,239,268
2017-12-24,7,2017,12,24,22.4,14.3,1023.9,998.7,6.2,7.2,13.0,25.0,19.9,0.0,2.0,1,504,,,140,1,8,22,,1,1,,7,239,7,50,6,2,102,1,9,3,177,197
2017-12-25,1,2017,12,25,17.0,8.5,1024.0,999.5,8.9,12.9,19.0,21.9,12.0,0.08,2.0,0,394,,,154,1,3,14,,,1,,7,140,8,43,2,3,35,1,6,11,116,208
2017-12-26,2,2017,12,26,3.6,-8.1,1036.0,1010.7,10.0,9.8,14.0,12.0,-0.9,0.0,1.2,0,526,,,124,3,19,50,,,,,5,205,13,51,8,4,92,1,11,7,164,220
2017-12-27,3,2017,12,27,2.3,-8.5,1041.9,1016.3,10.0,7.9,9.9,8.1,-2.9,0.0,1.2,0,523,,,114,1,29,47,,,1,,8,207,15,48,7,6,86,1,13,13,166,207
2017-12-28,4,2017,12,28,7.2,-1.7,1040.3,1014.0,8.7,5.1,11.1,14.0,1.0,0.0,2.0,0,601,,,118,3,34,58,,,1,,3,259,14,58,8,4,90,,11,14,214,234
2017-12-29,5,2017,12,29,12.7,7.1,1029.8,1005.2,4.8,6.9,11.1,15.8,10.9,0.0,2.0,0,574,,1,129,1,22,51,,1,1,,6,250,13,40,12,1,125,3,4,10,171,213
2017-12-30,6,2017,12,30,10.5,2.1,1027.1,1002.1,6.9,11.2,18.1,16.0,3.9,0.02,2.0,0,621,,,159,3,27,65,,,,,12,243,7,54,8,2,113,6,8,10,195,254
2017-12-31,7,2017,12,31,1.1,-8.0,1033.5,1008.0,10.0,7.0,8.9,1.9,0.0,0.0,2.0,0,541,1,1,162,1,14,23,,1,,,7,215,13,58,17,2,93,2,8,12,181,220
2018-01-01,1,2018,01,01,-0.5,-11.3,1041.1,1015.5,10.0,9.2,11.1,10.0,-7.1,0.0,2.0,0,964,1,,200,2,17,123,,,4,,160,263,11,67,20,5,112,4,12,24,194,543
2018-01-02,2,2018,01,02,-2.8,-10.6,1038.6,1012.5,10.0,9.2,15.0,7.0,-9.9,0.0,2.0,0,562,1,,117,3,25,63,,,,,4,227,17,46,9,5,103,4,10,10,190,197
2018-01-03,3,2018,01,03,12.2,3.5,1021.9,996.7,8.1,11.0,15.0,18.0,1.0,0.0,2.0,0,576,1,1,120,3,34,56,2,1,1,,10,240,17,38,12,4,101,2,12,21,171,225
2018-01-04,4,2018,01,04,8.3,-2.6,1026.7,1001.7,9.6,11.1,15.0,14.0,1.9,0.0,2.0,0,602,,2,144,2,22,48,1,,,,2,243,23,47,15,6,89,,15,20,204,233
2018-01-05,5,2018,01,05,5.3,-5.3,1030.8,1005.7,10.0,9.2,17.1,12.0,0.0,0.0,2.0,0,664,1,,160,1,28,60,,,1,,5,266,16,63,9,10,120,1,8,15,202,263
2018-01-06,6,2018,01,06,6.7,-5.4,1037.1,1011.8,10.0,5.5,8.0,17.1,-0.9,0.0,2.0,0,586,2,,180,5,21,37,1,,2,1,7,197,20,51,13,9,100,5,3,9,182,235
2018-01-07,7,2018,01,07,17.7,7.3,1027.7,1001.2,9.6,11.1,15.9,30.9,6.1,0.0,1.2,0,533,,,159,,18,29,,,2,,5,205,16,55,8,,81,2,8,5,175,240
2018-01-08,1,2018,01,08,34.0,29.8,1016.2,992.7,6.5,12.0,15.0,37.0,30.9,0.03,1.2,0,621,,,138,3,43,41,,,,,6,257,23,54,13,,118,2,14,25,206,219
2018-01-09,2,2018,01,09,30.5,28.2,1023.6,1000.3,3.9,6.0,13.0,34.0,28.0,0.0,1.2,1,652,1,2,144,4,48,54,,,4,,3,276,22,47,10,3,111,5,19,22,219,239
2018-01-10,3,2018,01,10,38.6,37.6,1016.6,991.9,2.4,10.6,18.1,52.0,30.0,0.0,1.2,1,720,,,161,2,46,55,,,2,,16,273,28,75,10,2,122,3,21,41,240,257
2018-01-11,4,2018,01,11,56.6,53.9,1006.5,984.1,8.7,15.9,22.0,60.8,45.0,0.01,999.9,0,701,1,1,165,3,35,57,,,3,,5,247,18,90,13,3,137,1,23,34,233,238
2018-01-12,5,2018,01,12,24.3,18.2,1017.7,994.0,9.4,16.8,25.1,36.0,21.0,0.14,999.9,0,707,1,,157,2,40,62,,,1,,12,272,17,78,18,2,137,5,12,36,232,251
2018-01-13,6,2018,01,13,14.0,-0.3,1034.8,1010.0,9.4,12.5,21.0,21.9,8.1,0.0,999.9,0,617,1,1,166,,26,51,,,,,4,230,18,59,10,3,129,6,8,10,210,219
2018-01-14,7,2018,01,14,13.2,0.6,1037.6,1012.5,9.8,6.4,14.0,21.9,7.0,0.0,999.9,0,564,,1,170,3,22,31,,,1,,6,198,18,58,13,6,90,3,4,10,187,240
2018-01-15,1,2018,01,15,19.0,14.6,1024.7,1000.6,2.5,10.8,15.9,24.8,12.9,0.02,1.2,0,531,,,119,3,35,49,,,,,10,202,13,45,12,1,92,6,9,23,149,219
2018-01-16,2,2018,01,16,14.4,8.1,1032.4,1006.7,4.7,10.2,14.0,25.0,6.1,0.01,1.2,0,614,1,1,159,4,33,57,,1,,,8,237,16,43,6,3,94,1,14,36,207,225
2018-01-17,3,2018,01,17,14.3,7.3,1034.8,1010.0,9.8,8.2,15.0,21.0,5.0,0.0,1.2,0,649,2,1,161,2,39,45,,1,,,15,239,15,60,15,2,108,1,8,37,196,264
2018-01-18,4,2018,01,18,22.6,12.7,1022.8,998.5,9.9,14.9,19.0,33.1,17.1,0.0,1.2,0,626,2,1,136,4,31,58,,,2,,10,250,23,58,14,1,91,3,10,36,206,238
2018-01-19,5,2018,01,19,32.6,21.7,1013.9,990.2,10.0,12.5,19.0,39.0,28.0,0.0,1.2,0,709,2,1,146,,49,64,,2,,,16,273,16,74,19,3,137,2,12,35,238,251
2018-01-20,6,2018,01,20,39.7,30.2,1012.2,989.2,10.0,10.4,18.1,46.9,33.1,0.0,999.9,0,731,1,1,186,4,49,37,,,2,,23,282,17,67,14,3,123,5,13,12,259,280
2018-01-21,7,2018,01,21,41.8,39.5,1015.3,992.2,5.2,4.7,9.9,46.0,39.0,0.0,999.9,0,718,1,2,201,3,41,48,,,3,,10,261,19,81,12,3,110,3,18,15,275,264
2018-01-22,1,2018,01,22,48.9,47.6,1002.4,982.2,4.2,9.0,19.0,55.0,42.1,0.4,999.9,1,724,1,1,155,5,37,47,,3,3,,14,287,21,74,22,6,116,1,20,37,237,269
2018-01-23,2,2018,01,23,36.0,31.0,1007.5,983.0,8.3,10.1,25.1,52.0,30.0,0.29,999.9,0,719,,1,170,1,42,60,,4,1,,9,288,21,65,13,6,116,2,18,28,240,269
2018-01-24,3,2018,01,24,29.4,22.8,1024.2,1000.6,9.6,5.9,12.0,30.9,28.0,0.01,999.9,0,613,,,152,3,43,49,,3,2,,15,223,20,56,7,2,93,2,14,34,204,232
2018-01-25,4,2018,01,25,32.9,25.2,1027.4,1003.6,9.4,7.6,15.0,44.1,26.1,0.0,999.9,0,641,,1,178,5,35,41,,1,,,10,234,9,72,12,4,109,3,6,47,217,235
2018-01-26,5,2018,01,26,43.4,32.2,1021.9,998.7,10.0,12.3,21.0,52.0,37.0,0.0,999.9,0,763,1,1,195,5,45,55,,3,1,,15,258,27,88,18,1,119,3,19,34,287,269
2018-01-27,6,2018,01,27,48.5,30.8,1018.6,995.9,10.0,13.8,21.0,52.0,42.1,0.0,999.9,0,754,2,,189,3,45,58,1,1,2,,15,271,18,76,21,3,138,6,16,19,273,267
2018-01-28,7,2018,01,28,36.3,28.0,1025.9,1002.6,10.0,6.2,13.0,44.1,30.0,0.0,999.9,0,671,,3,207,3,37,45,,,,,10,220,18,65,15,2,122,3,12,14,244,252
2018-01-29,1,2018,01,29,28.4,20.1,1030.0,1006.2,9.5,13.2,17.1,34.0,24.1,0.0,999.9,0,652,,,150,2,23,68,,1,,,10,264,16,57,8,3,116,5,18,41,210,237
2018-01-30,2,2018,01,30,22.2,11.0,1031.6,1007.3,10.0,6.8,13.0,30.9,15.1,0.0,999.9,0,637,,3,155,4,30,44,,1,1,,5,247,24,56,17,5,99,2,24,40,199,240
2018-01-31,3,2018,01,31,35.8,21.3,1011.9,988.3,10.0,14.5,21.0,44.1,30.0,0.0,999.9,0,708,,1,166,5,44,46,,1,4,,10,281,22,66,12,,99,1,14,38,244,275
2018-02-01,4,2018,02,01,28.8,14.8,1015.6,992.4,10.0,11.5,21.0,41.0,15.1,0.0,999.9,0,741,,,151,2,34,101,,2,,,24,254,22,56,8,2,107,3,14,41,184,343
2018-02-02,5,2018,02,02,11.8,-5.4,1033.3,1008.5,10.0,10.2,15.9,19.9,5.0,0.0,999.9,0,674,2,3,146,,50,83,,,2,,9,252,24,44,8,4,110,2,13,17,221,266
2018-02-03,6,2018,02,03,27.6,9.3,1021.6,997.2,10.0,11.4,18.1,42.1,19.0,0.0,999.9,0,630,1,2,151,5,41,55,,,4,,21,204,19,68,8,,117,6,14,15,202,231
2018-02-04,7,2018,02,04,26.7,20.0,1012.0,989.4,6.7,13.3,19.0,39.0,14.0,0.01,2.0,0,513,1,,164,2,16,29,,,1,,10,155,18,62,7,,90,4,14,8,155,215
